hashtag1,hashtag2,co_occurences,no_users
4upage,racism,3,3
4upage,sad,3,3
4upage,sayhername,3,2
4upage,share,3,3
4upage,thinblueline,4,4
4upage,tiktok,10,7
4upage,trending,12,8
4upage,trump,5,5
4upage,trump2020,7,6
4upage,vegan,3,1
4upage,viral,25,24
4upage,whitelivesmatter,4,2
4upage,wlm,3,1
4upage,xyz,3,2
4upage,xyzabc,6,2
4upage,xyzbca,18,13
4upageplz,blacklivesmatter,3,2
4upageplz,fyp,3,2
4upageシ,foryoupage,3,3
4uyou,foryoupage,3,2
4uyou,fyp,3,2
4uyou,viral,3,2
4y,foru,4,2
4y,fyp,3,2
4y,fypシ,3,1
4you,4youpage,16,15
4you,4yp,7,6
4you,acab,4,3
4you,alllivesmatter,14,11
4you,alllivesmatterwhenblacklivesmatter,3,3
4you,america,4,4
4you,backtheblue,8,5
4you,blacklivesmatter,37,29
4you,blacklivesmattermovement,3,2
4you,blm,23,17
4you,blmmovement,3,3
4you,breonnataylor,4,3
4you,comment,3,2
4you,cops,5,2
4you,duet,39,33
4you,follow,4,3
4you,foru,9,9
4you,foruyou,3,3
4you,foryou,54,44
4you,foryoupage,64,53
4you,foryourpage,14,7
4you,fp,3,1
4you,fu,4,3
4you,funny,4,4
4you,fup,5,5
4you,fy,13,12
4you,fyp,80,64
4you,fypage,8,4
4you,fypシ,8,8
4you,fürdich,4,4
4you,fürdichseite,3,3
4you,georgefloyd,7,5
4you,greenscreen,5,5
4you,hero,3,1
4you,like,5,4
4you,love,4,4
4you,notonething,3,3
4you,police,5,3
4you,protest,5,4
4you,racism,3,3
4you,react,4,3
4you,rescue,3,1
4you,riot,3,3
4you,tiktok,12,9
4you,trending,8,5
4you,trump2020,4,4
4you,usa,7,4
4you,viral,12,12
4you,whitelivesmatter,5,5
4you,xyz,3,1
4you,xyzabc,5,1
4you,xyzbca,20,13
4you,xyzcba,5,3
4youpage,4yp,6,5
4youpage,alllivesmatter,4,4
4youpage,backthebadge,5,1
4youpage,backtheblue,7,4
4youpage,backtheblueforever,3,1
4youpage,blacklivesmatter,13,11
4youpage,blm,3,3
4youpage,christiancops,3,1
4youpage,copsoftiktok,6,2
4youpage,duet,16,15
4youpage,foryou,15,13
4youpage,foryoupage,23,19
4youpage,foryourpage,5,5
4youpage,fu,3,2
4youpage,funny,3,3
4youpage,fup,4,4
4youpage,fy,4,4
4youpage,fyp,39,31
4youpage,fypage,3,3
4youpage,fypシ,6,6
4youpage,goviral,3,3
4youpage,greenscreen,6,5
4youpage,keepemfugtige,3,1
4youpage,metoo,3,1
4youpage,mexicancop,3,1
4youpage,police,3,3
4youpage,samtykke,3,1
4youpage,tiktok,7,5
4youpage,trump2020,3,3
4youpage,viral,15,11
4youpage,whitecop,3,1
4youpage,whitelivesmatter,7,5
4youpage,xyzbca,7,7
4yourpage,blacklivesmatter,3,3
4yourpage,duet,3,3
4yourpage,foryoupage,3,3
4yourpage,fyp,4,4
4yp,alllivesmatter,14,8
4yp,alllivesmatternotjustblacklives,3,1
4yp,alllivesmatterwhenblacklivesmatter,5,1
4yp,blacklivesmatter,25,18
4yp,blacklivesmattermovement,5,4
4yp,blm,18,12
4yp,blmmovement,4,3
4yp,bluelivesmatter,11,6
4yp,conservative,5,2
4yp,duet,30,24
4yp,featuremee,4,1
4yp,follow,5,4
4yp,foryou,27,19
4yp,foryoupage,36,29
4yp,foryoupagethis,3,1
4yp,fyp,57,41
4yp,fypシ,6,4
4yp,georgefloyd,4,4
4yp,greenscreen,4,4
4yp,inthistogether,3,2
4yp,justiceforgeorgefloyd,4,2
4yp,livesmatter,4,3
4yp,minneapolis,3,1
4yp,policelivesmatter,3,2
4yp,racism,4,3
4yp,republican,4,1
4yp,reverseracism,4,1
4yp,thisisamerica,3,1
4yp,tiktok,4,3
4yp,trending,6,3
4yp,trump,7,3
4yp,trump2020,8,5
4yp,unity,5,2
4yp,viral,16,12
4yp,whitelivesmatter,10,7
4yp,xyzbca,13,8
4ypage,foryoupage,4,3
4ypage,fyp,4,3
5000followers,foryoupage,4,1
5000k,fypag,3,1
502,breonnataylor,3,3
502,fyp,3,3
502,sayhernamebreonnataylor,3,2
53,alllivesmatter,9,1
53,backtheblue,5,1
53,badge,3,1
53,blacklivesmatter,6,1
53,bluelivesmatter,9,1
53,cops,4,1
53,famous,5,1
53,fyp,9,1
53,georgefloyd,3,1
53,heroes,7,1
53,lawenforcement,6,1
53,notacab,5,1
53,police,7,1
53,tiktok,6,1
69,fortnite,4,1
69,funny,3,2
6ix9ine,ironie,3,1
801,backtheblue,3,2
88,rec,3,1
88,whitelivesmatter,4,2
88,wlm,3,1
88,антилгбт,3,1
88,врек,3,1
88,рекомендации,3,1
90s,blm,3,3
90s,fyp,4,4
911,911dispatch,3,1
911,911dispatcher,8,3
911,911strong,3,3
911,acab,4,3
911,allivesmatter,3,1
911,alllivesmatter,3,2
911,america,6,6
911,backtheblue,23,14
911,blacklivesmatter,4,2
911,blm,8,5
911,bluelivesmatter,46,17
911,call911,5,2
911,cop,3,2
911,cops,9,6
911,copsoftiktok,6,3
911,deputy,3,2
911,dispatch,3,3
911,dispatcher,3,1
911,duet,17,15
911,emotional,17,1
911,firstresponder,7,3
911,foryou,14,14
911,foryoupage,8,8
911,foryourpage,4,1
911,funny,4,2
911,fyp,52,33
911,fypシ,4,4
911,georgefloyd,4,3
911,hero,20,3
911,igy6,10,3
911,lawenforcement,6,3
911,leo,4,3
911,militarypolice,5,1
911,neverforget,30,14
911,newyork,3,3
911,oneminutefitness,3,3
911,pd,5,2
911,police,36,17
911,policelivesmatter,15,9
911,policeofficer,4,3
911,sacrifice,13,2
911,september11,25,10
911,sheriff,3,1
911,showyourage,5,4
911,thinblueline,21,10
911,thingoldline,5,3
911,tiktokcops,4,1
911,trump,3,3
911,trump2020,7,7
911,twintowers,16,8
911,usa,4,4
911,viral,5,5
911,worldtradecenter,3,2
911,xyzbca,5,3
911calls,backtheblue,3,1
911calls,thingoldline,3,1
911dispatch,backtheblue,13,1
911dispatch,dispatcher,5,1
911dispatch,firstresponder,3,1
911dispatch,fyp,3,2
911dispatch,mockcall,3,1
911dispatch,police,10,1
911dispatch,thingoldline,6,2
911dispatcher,911whatsyouremergency,4,1
911dispatcher,backtheblue,32,11
911dispatcher,bluelivesmatter,4,2
911dispatcher,call911,7,2
911dispatcher,dispatch,8,4
911dispatcher,dispatcher,4,2
911dispatcher,dispatchlife,3,1
911dispatcher,duet,10,9
911dispatcher,ems,3,1
911dispatcher,fire,4,2
911dispatcher,firstresponder,13,3
911dispatcher,foryoupage,5,4
911dispatcher,funny,4,1
911dispatcher,fyp,15,9
911dispatcher,fypシ,3,2
911dispatcher,iam911,3,2
911dispatcher,igy6,5,4
911dispatcher,pd,3,1
911dispatcher,police,17,4
911dispatcher,policedispatch,3,1
911dispatcher,policelivesmatter,3,2
911dispatcher,safetytips,3,1
911dispatcher,thestruggle,5,1
911dispatcher,thinblueline,12,5
911dispatcher,thingoldline,15,7
911dispatcher,viral,3,2
911strong,fyp,4,4
911whatsyouremergency,backtheblue,4,1
911whatsyouremergency,thinblueline,4,1
911whatsyouremergency,thingoldline,4,1
999,blacklivesmatter,3,1
999,juicewrld,5,3
999,whitelivesmatter,4,2
9minutesforgeorge,blacklivesmatter,4,3
9minutesforgeorge,blm,3,2
9minutesforgeorge,duet,3,2
?,?,3,1
?,alllivesmatterwhenblacklivesmatter,3,1
?,blm,3,1
?,foryou,3,1
?,foryoupage,3,1
?,georgefloyd,3,1
?,justuceforgeorge,3,1
?,rip,3,1
ActingChallenge,backtheblue,5,3
ActingChallenge,fyp,3,2
ActingChallenge,policelivesmatter,4,3
Artober,backtheblue,4,2
Artober,copsoftiktok,4,2
Artober,family,3,1
Artober,foryoupage,3,1
Artober,fyp,5,3
Artober,love,3,1
BeConvincing,backtheblue,6,4
BeConvincing,biden2020,3,1
BeConvincing,blm,4,4
BeConvincing,bluelivesmatter,5,2
BeConvincing,breonnataylor,4,4
BeConvincing,crucialcatch,12,8
BeConvincing,foryou,6,4
BeConvincing,fyp,9,6
BeConvincing,greenscreensticker,4,2
BeConvincing,love,3,2
BeConvincing,police,3,2
BeConvincing,policelivesmatter,3,2
BeConvincing,trump,4,2
BeConvincing,trump2020,6,4
ComingOfAge,fyp,3,3
Flashback,blacklivesmatter,6,6
Flashback,blm,3,3
Flashback,breonnataylor,3,3
Flashback,fyp,3,3
Flashback,greenscreensky,4,4
ItStartsOnTikTok,alllivesmatter,3,3
ItStartsOnTikTok,backtheblue,5,3
ItStartsOnTikTok,blm,8,5
ItStartsOnTikTok,breonnataylor,4,2
ItStartsOnTikTok,fyp,5,3
ItStartsOnTikTok,tiktokwithalexa,6,4
MakeupRoutine,raiseyourgame,3,3
MyPride,alllivesmatter,5,4
MyPride,blacklivesmatter,13,12
MyPride,blm,6,5
MyPride,blmmovement,3,2
MyPride,fyp,9,9
MyPride,healthyliving,3,3
MyPride,lgbt,3,3
MyPride,love,4,3
OhNo,foryoupage,3,3
OhNo,happyhalloween,4,4
OutfitChange,blm,4,3
OutfitChange,fyp,3,2
OutfitChange,getfit,6,5
PetsOfTikTok,alllivesmatter,3,3
PetsOfTikTok,blacklivesmatter,4,3
PetsOfTikTok,blm,6,5
PetsOfTikTok,fyp,5,4
PetsOfTikTok,greenscreen,3,2
PetsOfTikTok,meetmyparents,6,5
PetsOfTikTok,viral,3,2
PetsOfTikTok,xyzbca,3,2
StreetFashion,blacklivesmatter,3,2
StreetFashion,blm,5,4
StreetFashion,entrepreneur,4,3
StreetFashion,foryou,3,2
StreetFashion,foryoupage,3,2
StreetFashion,fyp,3,2
TimeWarpScan,alm,4,3
TimeWarpScan,backtheblue,5,4
TimeWarpScan,blm,3,3
TimeWarpScan,bluelivesmatter,8,6
TimeWarpScan,foryou,4,3
TimeWarpScan,foryoupage,4,3
TimeWarpScan,fyp,6,5
TimeWarpScan,trump,3,2
TimeWarpScan,trump2020,4,3
TravelMemories,alllivesmatter,3,2
TravelMemories,blacklivesmatter,3,3
TravelMemories,blm,4,3
TravelMemories,blmmovement,3,2
TravelMemories,bluelivesmatter,3,2
TravelMemories,foryou,3,3
TravelMemories,fyp,6,5
TravelMemories,fypシ,3,2
TwoOptions,alllivesmatter,6,4
TwoOptions,backtheblue,4,4
TwoOptions,blacklivesmatter,11,9
TwoOptions,blm,5,5
TwoOptions,bluelivesmatter,4,3
TwoOptions,breonnataylor,8,8
TwoOptions,duet,4,3
TwoOptions,foryou,4,4
TwoOptions,foryoupage,3,3
TwoOptions,fyp,11,11
TwoOptions,greenscreen,3,3
TwoOptions,summerproject,13,13
TwoOptions,trump2020,6,5
TwoOptions,whitelivesmatter,4,3
TwoOptions,xyzbca,3,3
WAP,fyp,3,3
WhatsPoppin,backtheblue,6,6
WhatsPoppin,bluelivesmatter,3,3
WhatsPoppin,copsoftiktok,4,4
WhatsPoppin,fyp,6,6
WhatsPoppin,policelivesmatter,3,3
WhatsPoppin,throwbacksongs,5,5
WhatsPoppin,trump2020,4,4
a,alllivesmatter,3,2
a,b,3,2
a,blacklivesmatter,6,4
a,blm,6,4
a,bluelivesmatter,4,3
a,foryou,6,5
a,foryoupage,5,4
a,fy,4,3
a,fyp,6,5
a,love,3,2
a,viral,4,4
a1,fyp,4,1
aapi,asian,3,1
aapi,asianamerican,3,1
aapi,blacklivesmatter,3,1
aapi,blackvoicesheard,3,1
aapi,blm,4,2
aapi,foryou,3,1
aapi,foryoupage,3,1
aapi,fyp,3,1
aapi,justiceforgeorgefloyd,4,2
aapi,politics,3,1
aapi,viral,3,1
abc,duet,5,4
abc,foryou,3,2
abc,fyp,5,4
abcd,blacklivesmatter,3,3
abcxyz,blacklivesmatter,5,5
abcxyz,blm,3,3
abcxyz,duet,8,7
abcxyz,foryoupage,5,5
abcxyz,fyp,9,8
abcxyz,viral,3,3
abd,blacklivesmattermovement,5,1
abd,bust,5,1
abd,busted,5,1
abd,fireflies,5,1
abd,floyd,4,1
abd,fourpage,5,1
abd,fouryo,5,1
abd,fypc,4,1
abd,georg,5,1
abd,policeman,4,1
abd,un,5,1
abd,unterhaltun,5,1
ablm,blm,3,2
ablm,breonnataylor,3,2
abolishice,abolishpolice,4,3
abolishice,acab,18,12
abolishice,alllivesmatter,6,5
abolishice,alllivesmatterwhenblacklivesmatter,6,5
abolishice,blacklivesmatter,28,20
abolishice,blacklivesmattermovement,4,3
abolishice,blackvoicesheard,3,3
abolishice,blm,26,23
abolishice,blmmovement,3,1
abolishice,breonnataylor,8,5
abolishice,defundthepolice,5,3
abolishice,duet,17,15
abolishice,endpolicebrutality,3,3
abolishice,foryou,3,3
abolishice,foryoupage,4,4
abolishice,fyp,17,14
abolishice,georgefloyd,7,4
abolishice,greenscreen,4,3
abolishice,lgbt,4,4
abolishice,lgbtq,3,3
abolishice,metoo,6,5
abolishice,nativeamerican,3,3
abolishice,tamirrice,3,1
abolishice,transgender,3,1
abolishice,translivesmatter,5,5
abolishpolice,bidenandharris,6,1
abolishpolice,blacklivesmatter,11,6
abolishpolice,blacklivesmattermovement,3,2
abolishpolice,blm,5,5
abolishpolice,breonnataylor,6,1
abolishpolice,defundthepolice,3,2
abolishpolice,duet,9,6
abolishpolice,dumptrump,3,1
abolishpolice,elijahmcclain,5,1
abolishpolice,fyp,3,3
abolishpolice,inverted,4,1
abolishprisons,acab,3,1
abolishprisons,blacklivesmatter,4,2
abolishprisons,blm,3,1
abolishprisons,breonnataylor,3,1
abolishprisons,bretthankison,3,1
abolishprisons,defundthepolice,4,2
abolishprisons,jonathanmattingly,3,1
abolishprisons,mylescosgrove,3,1
abolishthepolice,acab,9,7
abolishthepolice,alllivesmatterwhenblacklivesmatter,8,4
abolishthepolice,blacklivesmatter,15,11
abolishthepolice,blm,11,7
abolishthepolice,checkyourprivilege,5,1
abolishthepolice,defundthepolice,7,3
abolishthepolice,duet,7,6
abolishthepolice,fyp,3,3
abolishthepolice,welcometotherealworld,5,1
abolishthesystem,blacklivesmatter,3,1
abolishthesystem,blacklivesmattermovement,3,1
abolishthesystem,blmmovement,3,1
abolishthesystem,blmprotest,3,1
abolishthesystem,duet,3,1
abolishthesystem,pocunity,3,1
aboriginal,blacklivesmatter,7,7
aboriginal,blackvoicesheard,3,3
aboriginal,duet,3,3
aboriginal,fyp,3,3
aboriginal,indigenous,4,4
abortion,prochoice,3,2
abortion,prolife,4,3
abortionismurder,alllivesmatter,6,4
abortionismurder,alm,5,4
abortionismurder,backtheblue,3,2
abortionismurder,blacklivesmatter,3,2
abortionismurder,bluelivesmatter,5,3
abortionismurder,conservative,4,2
abortionismurder,fyp,5,4
abortionismurder,republican,3,2
abortionismurder,trump,3,2
abortionismurder,trump2020,12,9
abuse,blacklivesmatter,3,3
abuse,blm,3,3
abuse,duet,3,3
abusing,anonymus,5,1
abusing,justice,3,1
abusing,justiceforgeorgefloyd,4,1
abusingpower,blacklivesmatter,3,1
abusingpower,blm,3,1
abusingpower,fyp,6,1
abusingpower,georgefloyd,3,1
abusingpower,healthyliving,3,1
abusingpower,protest,3,1
abusingpower,trending,3,1
abusingpower,viral,3,1
acab,acab,16,12
acab,acab1312,51,37
acab,activism,4,3
acab,activist,8,6
acab,ahmaudarbery,11,9
acab,algorithm,6,5
acab,allcopsarebad,11,10
acab,allcopsarebastard,13,11
acab,allcopsarebastards,4,4
acab,allcopsarebrave,4,4
acab,alllivesmatter,102,62
acab,alllivesmatternotjustblacklives,3,3
acab,alllivesmatterwhenblacklivesmatter,142,80
acab,ally,22,17
acab,alm,19,14
acab,alt,16,14
acab,alternative,4,3
acab,alttiktok,8,8
acab,america,7,4
acab,anonymous,14,12
acab,antifa,10,7
acab,antiracism,3,3
acab,antiracist,3,3
acab,aoc,6,4
acab,arrested,3,1
acab,arrestthecopswhomurderedbreonnataylor,4,3
acab,arresttheklillersofbriannataylor,3,3
acab,art,9,8
acab,artist,4,3
acab,artskills,9,7
acab,asl,4,3
acab,awareness,7,5
acab,backtheblue,45,30
acab,bayarea,3,3
acab,beatthebrutality,5,3
acab,bernie,5,2
acab,bernie2020,7,5
acab,besafe,4,3
acab,bestfriendday,3,3
acab,bi,5,5
acab,biden,23,14
acab,biden2020,42,32
acab,blac,3,1
acab,black,11,8
acab,blackcreators,3,3
acab,blacklivematter,3,3
acab,blacklives,13,11
acab,blacklivesmatter,1231,859
acab,blacklivesmatter2020,4,3
acab,blacklivesmatterally,10,6
acab,blacklivesmattermovement,200,133
acab,blacklivesmatterprotest,8,6
acab,blacklivesmattertoo,3,3
acab,blacklivesmattter,22,14
acab,blacklivesstillmatter,9,5
acab,blackmen,3,1
acab,blackout,23,17
acab,blackpower,3,3
acab,blacktiktok,23,13
acab,blacktranslivesmatter,10,10
acab,blackvoices,3,2
acab,blackvoicesheard,102,71
acab,blm,1381,992
acab,blm2020movement,5,5
acab,blmm,3,1
acab,blmmovement,235,180
acab,blmovement,3,3
acab,blmprotest,20,14
acab,bluefall,3,3
acab,bluelives,4,3
acab,bluelivesdontexist,7,4
acab,bluelivesdontmatter,5,5
acab,bluelivesmatter,97,68
acab,bluelivesmurder,5,5
acab,boost,3,3
acab,boostyourmood,4,3
acab,breannataylor,4,4
acab,breonnataylor,160,132
acab,bretthankison,3,1
acab,britain,3,1
acab,change,3,2
acab,chicago,3,3
acab,chicagoprotest,3,2
acab,climatechange,3,1
acab,colorcustomizer,3,3
acab,comedy,5,5
acab,comment,3,2
acab,conservative,19,16
acab,cop,5,3
acab,cops,17,15
acab,copsarehumantoo,3,2
acab,copsarepigs,5,3
acab,copsoftiktok,3,3
acab,covid,4,2
acab,creator,3,1
acab,darkhumour,3,1
acab,defund,5,4
acab,defundpolice,12,9
acab,defundthemilitary,3,1
acab,defundthepolice,87,60
acab,democrat,14,10
acab,dismantlethesystem,3,2
acab,diy,3,2
acab,donaldtrump,3,2
acab,dontshoot,5,4
acab,dribbletothebeat,5,5
acab,duet,666,540
acab,duett,4,4
acab,dumptrump,39,24
acab,dumptrump2020,8,8
acab,eattherich,5,4
acab,educateyourself,4,2
acab,elijahmcclain,16,14
acab,endpolicebrutality,5,5
acab,endracism,15,9
acab,enoughisenough,7,3
acab,equality,21,14
acab,equalrights,3,3
acab,ericgarner,3,3
acab,f12,32,18
acab,facts,6,6
acab,fbluelives,4,1
acab,fdt,11,9
acab,feminism,9,5
acab,fight,3,2
acab,floyd,5,5
acab,fortheboys,4,2
acab,foru,10,10
acab,foryou,253,185
acab,foryoupage,252,193
acab,foryourpage,10,8
acab,fthepolice,4,3
acab,ftp,18,12
acab,ftrump,7,7
acab,ftrump2020,3,3
acab,fuck12,14,12
acab,fuckthepolice,4,4
acab,funny,8,8
acab,fup,3,3
acab,fy,17,16
acab,fyp,666,501
acab,fypage,10,10
acab,fypg,3,2
acab,fyppage,4,3
acab,fypシ,32,29
acab,gardening101,5,5
acab,gay,11,11
acab,gaytiktok,3,2
acab,genz,14,10
acab,georgefloyd,330,227
acab,georgefloydprotest,18,14
acab,gorgefloyd,6,5
acab,goth,3,3
acab,greenscreen,103,74
acab,greenscreensticker,3,3
acab,greenscreenvideo,18,9
acab,happyfourth,3,1
acab,healthyliving,15,13
acab,help,5,4
acab,hiddentalents,3,2
acab,homechef,5,5
acab,hometour,3,3
acab,howto,8,3
acab,hungergames,3,3
acab,icantbreath,3,3
acab,icantbreathe,39,26
acab,ice,6,4
acab,ihearyou,3,2
acab,imblack,3,3
acab,important,4,3
acab,istandwithyou,13,10
acab,istayedpolite,4,1
acab,jacobblake,10,8
acab,jonathanmattingly,3,1
acab,juneteenth,7,3
acab,justice,42,38
acab,justiceforahmaud,4,3
acab,justiceforblacklives,8,7
acab,justiceforbreonnataylor,34,26
acab,justiceforelijahmcclain,4,3
acab,justiceforgeorge,14,13
acab,justiceforgeorgefloyd,234,154
acab,justiceforjacobblake,4,2
acab,justicefornatewoods,7,4
acab,justiceforregis,3,2
acab,justicefortoyin,3,2
acab,keepfighting,3,2
acab,la,3,2
acab,laprotest,4,2
acab,leftist,28,15
acab,leftists,3,3
acab,lesbian,5,5
acab,letscook,8,6
acab,lgbt,44,38
acab,lgbtpride,4,4
acab,lgbtq,35,29
acab,lgbtqia,3,3
acab,lgbtqrights,3,2
acab,liberal,37,26
acab,like,4,3
acab,london,4,2
acab,londonprotest,4,2
acab,looters,5,2
acab,looting,4,4
acab,losangeles,11,7
acab,love,4,3
acab,mad,3,2
acab,maga,19,13
acab,maga2020,5,4
acab,maincharacter,5,5
acab,makeup,3,3
acab,meme,6,4
acab,millenials,4,1
acab,mineapolisprotest,4,3
acab,minneapolis,35,25
acab,minneapolisprotest,20,14
acab,minnesota,13,8
acab,mmiw,7,5
acab,mnprotest,3,1
acab,mylescosgrove,3,1
acab,native,8,4
acab,nativetiktok,3,1
acab,neverforget,4,4
acab,newyork,3,2
acab,nojustice,3,3
acab,nojusticenopeace,165,127
acab,nopeacenojustice,5,5
acab,notatrend,3,3
acab,notfyp,3,3
acab,notonething,15,13
acab,nyc,6,5
acab,nypd,7,6
acab,ooc,5,3
acab,ourturn,4,1
acab,patriots,3,2
acab,peacefulprotest,6,5
acab,pet,3,1
acab,petroutine,9,7
acab,petthings,5,3
acab,photostory,3,3
acab,pigs,8,6
acab,planttips,4,4
acab,poc,15,13
acab,pocunity,16,12
acab,police,45,34
acab,policebrutality,54,38
acab,policebrutalitymuststop,3,2
acab,policelivesmatter,12,10
acab,politics,30,19
acab,portlandprotest,3,3
acab,pride,10,9
acab,pride2020,3,3
acab,pridemonth,8,7
acab,prosecutethepolice,5,3
acab,protest,203,124
acab,protest2020,12,12
acab,protestors,7,6
acab,protests,37,32
acab,protests2020,6,5
acab,protesttips,9,6
acab,provewhatspossible,3,3
acab,psa,11,8
acab,pumpkinseason,3,3
acab,punk,7,6
acab,racism,42,29
acab,racist,14,11
acab,raiseyourvoice,5,5
acab,rap,3,1
acab,rayshardbrooks,3,2
acab,remakeamerica,3,1
acab,replytocomments,13,8
acab,republican,10,8
acab,resist,4,4
acab,restinpower,6,4
acab,revolution,5,5
acab,riot,42,27
acab,riots,14,8
acab,rip,4,4
acab,sandrabland,3,2
acab,sarahreed,3,1
acab,sayhername,12,10
acab,sayhisname,16,16
acab,saytheirnames,34,29
acab,seattle,4,4
acab,selfcareroutine,4,4
acab,settleforbiden,3,3
acab,share,10,6
acab,signpetitons,3,2
acab,snoozzzapalooza,3,3
acab,socialism,7,3
acab,spaceforcewalk,5,5
acab,specopsguy,3,2
acab,spreadawareness,5,5
acab,spreadthis,3,3
acab,standup,3,3
acab,staysafe,24,20
acab,stephonclark,3,2
acab,stfu,3,2
acab,stitch,5,5
acab,stoplynching,3,1
acab,stoppolicebrutality,7,5
acab,stopracism,8,6
acab,systemicracism,8,8
acab,tamirrice,7,5
acab,teargas,3,2
acab,teen,3,1
acab,theboys,3,1
acab,therearenogoodcops,4,1
acab,thinblueline,6,4
acab,thisisamerica,12,9
acab,tiktok,10,9
acab,tiktokbrushes,4,4
acab,tonymcdade,28,27
acab,trans,11,11
acab,translivesmatter,6,6
acab,transrights,4,4
acab,trending,8,8
acab,trump,58,40
acab,trump2020,80,52
acab,truth,6,6
acab,tutorial,3,2
acab,uk,7,3
acab,upcycling,5,4
acab,usa,7,6
acab,useyourplatform,3,2
acab,useyourvoice,3,2
acab,viral,37,26
acab,voiceeffects,7,6
acab,vote,5,5
acab,vote2020,3,3
acab,voteblue,4,3
acab,wakeup,5,3
acab,walmart2hrexpress,4,4
acab,wedemandchange,4,1
acab,weneedchange,3,3
acab,wewillcontinue,4,4
acab,whiteally,7,5
acab,whitelivesmatter,37,27
acab,whiteprivilege,9,6
acab,whitesupermacy,4,4
acab,witch,4,2
acab,witchesforblm,4,4
acab,witchtok,12,9
acab,wlw,4,4
acab,women,4,3
acab,workoutplan,4,4
acab,worldoceansday,5,5
acab,worldpeace,5,2
acab,xyzabc,3,3
acab,xyzbca,75,60
acab,xyzcba,11,6
acab,yemen,6,3
acab,youarehuman,5,1
acab,youareloved,3,1
acab,youarewanted,3,1
acab,✊,4,1
acab1312,alllivesmatter,3,3
acab1312,alllivesmatterwhenblacklivesmatter,4,4
acab1312,awareness,3,1
acab1312,blacklivesmatter,46,32
acab1312,blacklivesmattermovement,24,15
acab1312,blackvoicesheard,3,3
acab1312,blm,40,32
acab1312,blmmovement,19,16
acab1312,defundthepolice,4,4
acab1312,duet,29,25
acab1312,endracism,4,2
acab1312,enoughisenough,3,1
acab1312,foryou,11,9
acab1312,foryoupage,9,8
acab1312,fyp,20,17
acab1312,georgefloyd,4,3
acab1312,greenscreen,6,3
acab1312,justiceforgeorgefloyd,7,6
acab1312,nojusticenopeace,8,6
acab1312,ooc,3,1
acab1312,protest,5,4
acap,blacklivesmatter,8,6
acap,blm,10,8
acap,duet,6,5
acap,foryoupage,4,2
acap,fyp,5,3
acap,georgefloyd,3,2
acap,pridemonth,3,2
acceptance,blacklivesmatter,4,3
acceptance,love,3,2
accident,fyp,3,2
accomplice,blacklivesmatter,3,3
accomplice,duet,4,2
accomplice,nojusticenopeace,4,1
accomplice,wegodowntogether,3,1
acne,blackheadremoval,7,1
acne,meditation,7,1
acne,myart,3,1
acne,nobodyneedstoknow,7,1
acne,pumpkinseason,6,1
acne,quickrecipes,3,1
acne,relaxingvideos,6,1
acne,skincare,8,2
acne,viral,7,1
acne,virus,7,1
acne,whatspoppin,7,1
acnh,fyp,5,5
acousticcovers,comedy,3,3
acousticcovers,duet,6,6
acousticcovers,got2bhome,5,5
acousticcovers,justdancemoves,4,4
acousticcovers,rednoseday,3,3
acrylic,activism,4,1
acrylic,art,8,1
acrylic,artist,6,1
acrylic,blacklivesmatter,8,1
acrylic,blm,8,1
acrylic,foryoupage,3,2
acrylic,fyp,7,2
acrylic,japanese,4,1
acrylic,paint,4,1
acrylic,painting,8,1
acrylic,tapepeel,4,1
acrylic,tiktokartist,6,1
acrylic,useyourplatform,8,1
act,blm,3,2
act,duet,3,2
act,fyp,4,4
act,pov,5,4
act,usa,3,2
acting,actor,3,3
acting,blacklivesmatter,4,3
acting,blm,7,6
acting,comedy,8,8
acting,defundthepolice,3,2
acting,duet,9,7
acting,foru,5,4
acting,foryou,22,20
acting,foryoupage,14,13
acting,fyp,36,28
acting,itsdianalore,3,1
acting,makeup,5,3
acting,parati,3,3
acting,police,4,4
acting,pov,33,22
acting,sad,5,2
acting,tamil,3,1
acting,toronto,3,1
acting,trend,8,5
acting,trending,3,3
acting,viral,8,8
actingchallenge,blm,3,3
actingchallenge,duet,6,6
actingchallenge,foryoupage,4,4
actingchallenge,fyp,4,4
actingchallenge,provewhatspossible,5,5
action,blacklivesmatter,4,3
action,foryoupage,3,2
action,fyp,3,2
actionlines,alllivesmatternotjustblacklives,3,2
actionlines,artlessons,9,8
actionlines,backtheblue,3,2
actionlines,blacklivesmatter,5,5
actionlines,blm,7,6
actionlines,duet,11,10
actionlines,foryou,6,6
actionlines,foryoupage,8,8
actionlines,fyp,13,12
actionlines,perfectasiam,3,3
actionlines,rockincollege,6,6
actionlines,trump2020,3,3
actionlines,whatsyourpower,5,5
activism,activist,4,3
activism,alllivesmatter,3,2
activism,art,7,2
activism,artist,5,2
activism,blacklivesmatter,16,12
activism,blacklivesmattermovement,3,2
activism,blm,19,13
activism,blmmovement,5,4
activism,duet,6,5
activism,foryou,4,3
activism,foryoupage,6,4
activism,fyp,13,7
activism,georgefloyd,5,5
activism,japanese,3,1
activism,painting,6,1
activism,satisfying,3,1
activism,tapepeel,5,1
activism,tiktokartist,5,1
activism,useyourplatform,6,1
activist,allie,3,1
activist,blacklivesmatter,15,11
activist,blacklivesmattermovement,7,5
activist,blm,16,12
activist,blmmovement,3,2
activist,breonnataylor,3,3
activist,duet,4,3
